Product Name,Location,,Number of Cows,,,Daily (demand)Date,Quantity Sold (liters/kg),Customer Location,weekly demand data date,Product ID,,,Brand,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Quantity available  (liters/kg),,Total Value of available quantity ,,,,,,,Approx. Total Revenue(INR),,Sales Channel,,Price per Unit,Total Value of available quantity ,,,,,,Price per Unit (sold),
Curd,Tamil Nadu,,17,,,13-02-2019,53,Delhi,6177,6,,,Sudha,281,20.52,334.34,,9846.31,,,,,,,1364.22,,Retail,,29.45,9846.31,,,,,,25.74,
Buttermilk,Haryana,,88,,,13-02-2019,587,Gujarat,6177,8,,,Amul,38,85.69,625.85,,46600.79,,,,,,,42381.4,,Retail,,74.46,46600.79,,,,,,72.2,
Curd,Karnataka,,28,,,13-02-2019,55,Karnataka,6177,6,,,Sudha,838,24.64,893.14,,18863.12,,,,,,,1338.7,,Retail,,21.12,18863.12,,,,,,24.34,
Yogurt,Telangana,,19,,,13-02-2019,387,Delhi,6177,4,,,Dodla Dairy,542,73.02,929.65,,24589.24,,,,,,,8622.36,,Online,,26.45,24589.24,,,,,,22.28,
Paneer,Bihar,,77,,,14-02-2019,15,Haryana,5277,9,,,Mother Dairy,188,10.9,203.36,,5913.71,,,,,,,436.35,,Online,,29.08,5913.71,,,,,,29.09,
Yogurt,Delhi,,83,,,14-02-2019,880,Gujarat,5277,4,,,Mother Dairy,40,78.98,920.75,,50254.53,,,,,,,47335.2,,Wholesale,,54.58,50254.53,,,,,,53.79,
Cheese,Chandigarh,,18,,,14-02-2019,279,Jharkhand,5277,3,,,Passion Cheese,32,92.98,311.09,,21378.10,,,,,,,19859.22,,Online,,68.72,21378.10,,,,,,71.18,
Milk,Delhi,,61,,,14-02-2019,5,Gujarat,5277,1,,,Raj,23,89.58,28.96,,2599.45,,,,,,,449,,Wholesale,,89.76,2599.45,,,,,,89.8,
Cheese,Maharashtra,,28,,,14-02-2019,310,West Bengal,5277,3,,,Passion Cheese,148,16.44,458.08,,28066.56,,,,,,,18246.6,,Wholesale,,61.27,28066.56,,,,,,58.86,
Yogurt,Chandigarh,,91,,,15-02-2019,121,Chandigarh,4039,4,,,Dodla Dairy,249,18.33,370.74,,11248.25,,,,,,,3239.17,,Wholesale,,30.34,11248.25,,,,,,26.77,
Ghee,Delhi,,70,,,15-02-2019,43,Delhi,4039,10,,,Mother Dairy,23,66.34,66.15,,2097.62,,,,,,,1558.75,,Retail,,31.71,2097.62,,,,,,36.25,
Curd,Delhi,,23,,,15-02-2019,246,Telangana,4039,6,,,Sudha,656,98.04,902.4,,26052.29,,,,,,,5904,,Wholesale,,28.87,26052.29,,,,,,24,
Ice Cream,Gujarat,,62,,,17-02-2019,678,Madhya Pradesh,5037,5,,,Palle2patnam,235,78.92,913.61,,13950.82,,,,,,,10542.9,,Online,,15.27,13950.82,,,,,,15.55,
Buttermilk,Rajasthan,,34,,,17-02-2019,18,Madhya Pradesh,5037,8,,,Mother Dairy,17,57.41,35.09,,1144.28,,,,,,,506.88,,Online,,32.61,1144.28,,,,,,28.16,
Ice Cream,Jharkhand,,80,,,17-02-2019,184,Delhi,5037,5,,,Amul,511,76.14,695.57,,9814.49,,,,,,,2426.96,,Online,,14.11,9814.49,,,,,,13.19,
Curd,Maharashtra,,39,,,18-02-2019,8,Telangana,4655,6,,,Amul,37,39.64,45.59,,4467.82,,,,,,,806.72,,Wholesale,,98,4467.82,,,,,,100.84,
Cheese,Maharashtra,,98,,,18-02-2019,366,Madhya Pradesh,4655,3,,,Britannia Industries,193,95.64,559.12,,34167.82,,,,,,,22388.22,,Retail,,61.11,34167.82,,,,,,61.17,
Milk,Madhya Pradesh,,87,,,18-02-2019,294,Delhi,4655,1,,,Amul,185,58.43,479.43,,41312.48,,,,,,,26589.36,,Wholesale,,86.17,41312.48,,,,,,90.44,
Ice Cream,Bihar,,87,,,18-02-2019,53,Tamil Nadu,4655,5,,,Amul,23,60.99,76.57,,3630.95,,,,,,,2607.07,,Wholesale,,47.42,3630.95,,,,,,49.19,
Lassi,Rajasthan,,37,,,18-02-2019,70,Chandigarh,4655,7,,,Amul,74,39.78,144.1,,7009.02,,,,,,,3546.2,,Online,,48.64,7009.02,,,,,,50.66,
Butter,Bihar,,46,,,19-02-2019,350,Maharashtra,4996,2,,,Warana,1,56.15,351.25,,17931.31,,,,,,,17850,,Wholesale,,51.05,17931.31,,,,,,51,
Cheese,Telangana,,18,,,19-02-2019,247,West Bengal,4996,3,,,Passion Cheese,459,42.38,706.66,,44865.84,,,,,,,15533.83,,Wholesale,,63.49,44865.84,,,,,,62.89,
Cheese,Bihar,,32,,,20-02-2019,510,Chandigarh,5744,3,,,Dynamix Dairies,273,91.82,783.83,,24337.92,,,,,,,13290.6,,Online,,31.05,24337.92,,,,,,26.06,
Ice Cream,Haryana,,55,,,20-02-2019,137,Jharkhand,5744,5,,,Dodla Dairy,789,38.13,926.07,,27930.27,,,,,,,3577.07,,Wholesale,,30.16,27930.27,,,,,,26.11,
Buttermilk,Haryana,,72,,,20-02-2019,325,Chandigarh,5744,8,,,Amul,43,74.92,368,,34989.44,,,,,,,32123,,Retail,,95.08,34989.44,,,,,,98.84,
Ghee,Chandigarh,,78,,,20-02-2019,24,West Bengal,5744,10,,,Sudha,196,99.62,220.62,,10111.01,,,,,,,988.32,,Online,,45.83,10111.01,,,,,,41.18,
Milk,Jharkhand,,30,,,20-02-2019,53,West Bengal,5744,1,,,Sudha,153,36.43,206.57,,12875.51,,,,,,,3254.73,,Retail,,62.33,12875.51,,,,,,61.41,
Ghee,Jharkhand,,67,,,20-02-2019,61,Bihar,5744,10,,,Raj,574,70.37,635.13,,38895.36,,,,,,,3777.73,,Wholesale,,61.24,38895.36,,,,,,61.93,
Ice Cream,Telangana,,77,,,21-02-2019,143,Tamil Nadu,6063,5,,,Dodla Dairy,171,89.1,314.31,,9624.17,,,,,,,4954.95,,Wholesale,,30.62,9624.17,,,,,,34.65,
Lassi,Delhi,,65,,,21-02-2019,46,Haryana,6063,7,,,Sudha,165,69.54,211.13,,20032.01,,,,,,,4290.42,,Online,,94.88,20032.01,,,,,,93.27,
Ghee,Karnataka,,74,,,21-02-2019,62,Delhi,6063,10,,,Sudha,691,77.74,753.79,,58908.69,,,,,,,4684.1,,Retail,,78.15,58908.69,,,,,,75.55,
Paneer,Chandigarh,,54,,,22-02-2019,491,Maharashtra,7095,9,,,Raj,444,27.15,935.45,,38400.22,,,,,,,18432.14,,Wholesale,,41.05,38400.22,,,,,,37.54,
Buttermilk,Chandigarh,,42,,,23-02-2019,292,Telangana,7811,8,,,Mother Dairy,509,46.12,801.25,,27883.50,,,,,,,11358.8,,Wholesale,,34.8,27883.50,,,,,,38.9,
Paneer,Gujarat,,28,,,23-02-2019,416,Uttar Pradesh,7811,9,,,Amul,87,47.08,503.08,,10509.34,,,,,,,10474.88,,Wholesale,,20.89,10509.34,,,,,,25.18,
Lassi,Gujarat,,44,,,23-02-2019,209,Chandigarh,7811,7,,,Raj,124,75.69,333.76,,5603.83,,,,,,,2796.42,,Online,,16.79,5603.83,,,,,,13.38,
Curd,Tamil Nadu,,95,,,24-02-2019,167,Delhi,8386,6,,,Amul,321,97.56,488.83,,20868.15,,,,,,,6850.34,,Wholesale,,42.69,20868.15,,,,,,41.02,
Yogurt,Telangana,,59,,,24-02-2019,129,West Bengal,8386,4,,,Dodla Dairy,247,69.65,376.11,,17921.64,,,,,,,5605.05,,Retail,,47.65,17921.64,,,,,,43.45,
Curd,Chandigarh,,41,,,24-02-2019,202,Uttar Pradesh,8386,6,,,Amul,29,58.32,231.94,,7336.26,,,,,,,5532.78,,Wholesale,,31.63,7336.26,,,,,,27.39,
Curd,Gujarat,,26,,,25-02-2019,54,Uttar Pradesh,8598,6,,,Amul,539,53.4,593.57,,27452.61,,,,,,,2721.6,,Online,,46.25,27452.61,,,,,,50.4,
Lassi,West Bengal,,40,,,25-02-2019,93,Delhi,8598,7,,,Raj,333,29.28,426.62,,10430.86,,,,,,,1983.69,,Retail,,24.45,10430.86,,,,,,21.33,
Ice Cream,Gujarat,,36,,,25-02-2019,27,Chandigarh,8598,5,,,Palle2patnam,342,59.25,369.61,,19567.15,,,,,,,1409.67,,Online,,52.94,19567.15,,,,,,52.21,
Buttermilk,Uttar Pradesh,,29,,,25-02-2019,569,Tamil Nadu,8598,8,,,Sudha,360,17,929.71,,78569.79,,,,,,,49736.29,,Retail,,84.51,78569.79,,,,,,87.41,
Curd,Chandigarh,,37,,,25-02-2019,389,West Bengal,8598,6,,,Sudha,57,94.98,446.62,,42513.76,,,,,,,37600.74,,Retail,,95.19,42513.76,,,,,,96.66,
Lassi,Madhya Pradesh,,20,,,26-02-2019,45,Rajasthan,7466,7,,,Mother Dairy,14,28.94,59.17,,4037.17,,,,,,,3228.3,,Wholesale,,68.23,4037.17,,,,,,71.74,
Curd,Chandigarh,,37,,,26-02-2019,55,Rajasthan,7466,6,,,Amul,72,39.64,127.22,,7210.83,,,,,,,2885.85,,Retail,,56.68,7210.83,,,,,,52.47,
Lassi,Maharashtra,,41,,,26-02-2019,605,Telangana,7466,7,,,Sudha,292,59.76,897.05,,62165.56,,,,,,,42906.6,,Online,,69.3,62165.56,,,,,,70.92,
Milk,Bihar,,28,,,26-02-2019,401,West Bengal,7466,1,,,Amul,556,63.39,957.37,,55594.48,,,,,,,23498.6,,Retail,,58.07,55594.48,,,,,,58.6,
Lassi,Jharkhand,,13,,,26-02-2019,10,Jharkhand,7466,7,,,Raj,137,92.78,147,,3754.38,,,,,,,279.9,,Wholesale,,25.54,3754.38,,,,,,27.99,
Buttermilk,West Bengal,,36,,,26-02-2019,229,Telangana,7466,8,,,Sudha,14,64.52,243.92,,18347.66,,,,,,,18265.04,,Retail,,75.22,18347.66,,,,,,79.76,
Ice Cream,Chandigarh,,81,,,27-02-2019,75,Madhya Pradesh,6980,5,,,Palle2patnam,62,37.11,137.74,,10720.30,,,,,,,6021,,Wholesale,,77.83,10720.30,,,,,,80.28,
Lassi,Telangana,,74,,,27-02-2019,766,Telangana,6980,7,,,Raj,119,43.11,885.52,,51209.62,,,,,,,41762.32,,Retail,,57.83,51209.62,,,,,,54.52,
Paneer,Bihar,,32,,,27-02-2019,588,Chandigarh,6980,9,,,Sudha,49,35.14,637.4,,29326.77,,,,,,,28659.12,,Wholesale,,46.01,29326.77,,,,,,48.74,
Cheese,Gujarat,,29,,,28-02-2019,397,Maharashtra,6443,3,,,Dynamix Dairies,171,12.2,568.77,,20805.61,,,,,,,13704.44,,Wholesale,,36.58,20805.61,,,,,,34.52,
Paneer,Bihar,,50,,,28-02-2019,454,Telangana,6443,9,,,Sudha,190,89.67,644.76,,63902.16,,,,,,,45136.68,,Online,,99.11,63902.16,,,,,,99.42,
Buttermilk,Kerala,,99,,,28-02-2019,317,Delhi,6443,8,,,Raj,615,96.73,932.18,,86459.69,,,,,,,29626.82,,Wholesale,,92.75,86459.69,,,,,,93.46,
Milk,Kerala,,69,,,28-02-2019,84,Bihar,6443,1,,,Raj,261,98.35,345.55,,3638.64,,,,,,,577.08,,Online,,10.53,3638.64,,,,,,6.87,
Curd,Maharashtra,,11,,,28-02-2019,31,Uttar Pradesh,6443,6,,,Raj,827,47.01,858.6,,84649.37,,,,,,,3034.9,,Retail,,98.59,84649.37,,,,,,97.9,
Cheese,Gujarat,,46,,,01-03-2019,554,Karnataka,6384,3,,,Amul,120,94.61,674.96,,45175.07,,,,,,,38924.04,,Online,,66.93,45175.07,,,,,,70.26,
Paneer,West Bengal,,43,,,01-03-2019,619,Maharashtra,6384,9,,,Raj,121,92.14,740.8,,39758.74,,,,,,,31067.61,,Retail,,53.67,39758.74,,,,,,50.19,
Buttermilk,Chandigarh,,13,,,01-03-2019,21,Jharkhand,6384,8,,,Sudha,232,54.48,253.81,,17916.45,,,,,,,1383.27,,Retail,,70.59,17916.45,,,,,,65.87,
Ice Cream,Delhi,,41,,,01-03-2019,6,Delhi,6384,5,,,Amul,395,65.5,401.64,,25608.57,,,,,,,386.7,,Online,,63.76,25608.57,,,,,,64.45,
Milk,Haryana,,10,,,01-03-2019,7,Telangana,6384,1,,,Sudha,665,25.47,672.53,,37271.61,,,,,,,417.34,,Retail,,55.42,37271.61,,,,,,59.62,
Milk,Gujarat,,49,,,02-03-2019,791,Haryana,6586,1,,,Raj,4,18.76,795.2,,29804.10,,,,,,,32723.67,,Wholesale,,37.48,29804.10,,,,,,41.37,
Milk,Jharkhand,,66,,,02-03-2019,487,Rajasthan,6586,1,,,Mother Dairy,441,31.66,928.82,,24381.53,,,,,,,15204.14,,Retail,,26.25,24381.53,,,,,,31.22,
Paneer,Delhi,,59,,,02-03-2019,214,Bihar,6586,9,,,Sudha,441,73.7,655.49,,35586.55,,,,,,,11528.18,,Online,,54.29,35586.55,,,,,,53.87,
Paneer,Chandigarh,,82,,,03-03-2019,262,Telangana,5928,9,,,Raj,726,78.44,988.64,,55136.45,,,,,,,13773.34,,Retail,,55.77,55136.45,,,,,,52.57,
Cheese,Jharkhand,,12,,,03-03-2019,70,Jharkhand,5928,3,,,Dynamix Dairies,317,91.37,387.24,,23877.22,,,,,,,4081,,Wholesale,,61.66,23877.22,,,,,,58.3,
Cheese,Bihar,,75,,,03-03-2019,128,Delhi,5928,3,,,Dynamix Dairies,509,60.78,637.42,,61542.90,,,,,,,12509.44,,Retail,,96.55,61542.90,,,,,,97.73,
Buttermilk,Maharashtra,,75,,,03-03-2019,189,Tamil Nadu,5928,8,,,Amul,112,34.65,301.53,,22587.61,,,,,,,14698.53,,Online,,74.91,22587.61,,,,,,77.77,
Yogurt,West Bengal,,44,,,03-03-2019,61,Telangana,5928,4,,,Dodla Dairy,234,85.76,295.2,,17552.59,,,,,,,3481.88,,Wholesale,,59.46,17552.59,,,,,,57.08,
Ghee,Tamil Nadu,,34,,,05-03-2019,382,Gujarat,6662,10,,,Sudha,61,70.78,443.29,,44173.85,,,,,,,39388.02,,Wholesale,,99.65,44173.85,,,,,,103.11,
Ghee,Haryana,,37,,,05-03-2019,379,Gujarat,6662,10,,,Sudha,247,98.48,626.79,,42540.24,,,,,,,24233.26,,Wholesale,,67.87,42540.24,,,,,,63.94,
Lassi,Chandigarh,,18,,,05-03-2019,98,Gujarat,6662,7,,,Amul,466,12.21,564.11,,36983.05,,,,,,,6257.3,,Wholesale,,65.56,36983.05,,,,,,63.85,
Ghee,Gujarat,,79,,,06-03-2019,214,Kerala,6766,10,,,Mother Dairy,270,22.13,484.45,,38765.69,,,,,,,16336.76,,Online,,80.02,38765.69,,,,,,76.34,
Curd,Delhi,,19,,,06-03-2019,678,Bihar,6766,6,,,Sudha,114,32,792.84,,44081.90,,,,,,,36076.38,,Wholesale,,55.6,44081.90,,,,,,53.21,
Paneer,Telangana,,18,,,07-03-2019,587,Karnataka,6730,9,,,Amul,44,77.29,631.9,,33402.23,,,,,,,32707.64,,Online,,52.86,33402.23,,,,,,55.72,
Ghee,Delhi,,89,,,07-03-2019,637,Uttar Pradesh,6730,10,,,Mother Dairy,153,25.86,790.11,,25789.19,,,,,,,21001.89,,Wholesale,,32.64,25789.19,,,,,,32.97,
Cheese,Tamil Nadu,,67,,,08-03-2019,22,Kerala,5506,3,,,Passion Cheese,9,25.47,31.56,,1290.49,,,,,,,818.84,,Online,,40.89,1290.49,,,,,,37.22,
Paneer,Jharkhand,,39,,,08-03-2019,214,Delhi,5506,9,,,Sudha,490,37.14,704.27,,21529.53,,,,,,,7102.66,,Online,,30.57,21529.53,,,,,,33.19,
Milk,Maharashtra,,100,,,08-03-2019,574,Chandigarh,5506,1,,,Raj,393,50.6,967.46,,38069.55,,,,,,,23729.16,,Retail,,39.35,38069.55,,,,,,41.34,
Butter,West Bengal,,35,,,08-03-2019,490,Gujarat,5506,2,,,Parag Milk Foods,349,86.94,839.04,,61333.82,,,,,,,36818.6,,Online,,73.1,61333.82,,,,,,75.14,
Curd,Kerala,,79,,,08-03-2019,109,Bihar,5506,6,,,Amul,880,28.42,989.32,,66244.87,,,,,,,6769.99,,Online,,66.96,66244.87,,,,,,62.11,
Buttermilk,Rajasthan,,28,,,09-03-2019,564,West Bengal,4097,8,,,Mother Dairy,421,92.82,985.36,,33728.87,,,,,,,16835.4,,Retail,,34.23,33728.87,,,,,,29.85,
Ice Cream,Tamil Nadu,,14,,,09-03-2019,270,Jharkhand,4097,5,,,Amul,369,67.91,639.35,,21955.28,,,,,,,8256.6,,Online,,34.34,21955.28,,,,,,30.58,
Lassi,Uttar Pradesh,,90,,,10-03-2019,94,Delhi,4380,7,,,Raj,816,12.18,910.04,,76943.88,,,,,,,8011.62,,Online,,84.55,76943.88,,,,,,85.23,
Buttermilk,Delhi,,96,,,10-03-2019,404,West Bengal,4380,8,,,Raj,248,95.13,652.38,,19401.78,,,,,,,10156.56,,Retail,,29.74,19401.78,,,,,,25.14,
Ice Cream,Delhi,,38,,,10-03-2019,376,Tamil Nadu,4380,5,,,Mother Dairy,472,37.23,848.89,,56128.61,,,,,,,26293.68,,Online,,66.12,56128.61,,,,,,69.93,
Ghee,Uttar Pradesh,,30,,,11-03-2019,458,Rajasthan,3556,10,,,Sudha,271,52.59,729.21,,11937.17,,,,,,,5889.88,,Wholesale,,16.37,11937.17,,,,,,12.86,
Butter,Gujarat,,80,,,11-03-2019,112,Bihar,3556,2,,,Amul,39,12.52,151.17,,14090.56,,,,,,,10801.28,,Retail,,93.21,14090.56,,,,,,96.44,
Curd,Maharashtra,,75,,,12-03-2019,532,Bihar,3723,6,,,Mother Dairy,181,94.07,713.91,,59789.96,,,,,,,42331.24,,Wholesale,,83.75,59789.96,,,,,,79.57,
Ice Cream,Karnataka,,79,,,12-03-2019,128,Haryana,3723,5,,,Dodla Dairy,529,83.19,657.01,,59886.46,,,,,,,11619.84,,Online,,91.15,59886.46,,,,,,90.78,
Butter,Maharashtra,,34,,,12-03-2019,303,Jharkhand,3723,2,,,Amul,437,76.67,740.01,,70774.56,,,,,,,29063.76,,Wholesale,,95.64,70774.56,,,,,,95.92,
Curd,Chandigarh,,90,,,13-03-2019,332,West Bengal,3377,6,,,Raj,244,65.34,576.03,,33887.84,,,,,,,20696.88,,Retail,,58.83,33887.84,,,,,,62.34,
Ghee,Karnataka,,86,,,13-03-2019,322,Tamil Nadu,3377,10,,,Sudha,293,48.72,615.81,,10733.57,,,,,,,4659.34,,Wholesale,,17.43,10733.57,,,,,,14.47,
Ice Cream,Maharashtra,,43,,,13-03-2019,202,Haryana,3377,5,,,Mother Dairy,31,88.78,233.35,,5754.41,,,,,,,5381.28,,Wholesale,,24.66,5754.41,,,,,,26.64,
Butter,Uttar Pradesh,,46,,,16-03-2019,248,Jharkhand,3499,2,,,Amul,110,82.68,358.35,,33849.74,,,,,,,23175.6,,Wholesale,,94.46,33849.74,,,,,,93.45,
Cheese,Gujarat,,89,,,16-03-2019,107,Bihar,3499,3,,,Amul,849,35.86,956.89,,52236.63,,,,,,,5556.51,,Retail,,54.59,52236.63,,,,,,51.93,
Ice Cream,Telangana,,90,,,16-03-2019,572,Delhi,3499,5,,,Palle2patnam,120,94.47,692.7,,40197.38,,,,,,,30847.96,,Online,,58.03,40197.38,,,,,,53.93,
Buttermilk,Bihar,,27,,,16-03-2019,190,Jharkhand,3499,8,,,Mother Dairy,116,64.08,306.25,,16421.13,,,,,,,9653.9,,Wholesale,,53.62,16421.13,,,,,,50.81,
Yogurt,Delhi,,58,,,17-03-2019,50,Telangana,2650,4,,,Dodla Dairy,55,18.51,105.23,,6285.39,,,,,,,3016,,Retail,,59.73,6285.39,,,,,,60.32,
Buttermilk,Delhi,,73,,,18-03-2019,115,Delhi,2610,8,,,Sudha,90,81.37,205.21,,18585.87,,,,,,,10700.75,,Online,,90.57,18585.87,,,,,,93.05,
Ice Cream,Rajasthan,,29,,,18-03-2019,177,Bihar,2610,5,,,Palle2patnam,306,33.51,483.2,,23338.56,,,,,,,9357.99,,Wholesale,,48.3,23338.56,,,,,,52.87,
Ice Cream,Delhi,,48,,,18-03-2019,445,Delhi,2610,5,,,Palle2patnam,1,81.25,446.12,,16524.28,,,,,,,18694.45,,Wholesale,,37.04,16524.28,,,,,,42.01,
Curd,Bihar,,16,,,19-03-2019,1,Delhi,3491,6,,,Amul,33,35.95,34.74,,1533.42,,,,,,,43.32,,Wholesale,,44.14,1533.42,,,,,,43.32,
Lassi,Chandigarh,,64,,,19-03-2019,612,Chandigarh,3491,7,,,Amul,324,10.36,936,,69348.24,,,,,,,46824.12,,Retail,,74.09,69348.24,,,,,,76.51,
Milk,Telangana,,76,,,19-03-2019,4,Chandigarh,3491,1,,,Mother Dairy,17,94.36,21.76,,256.55,,,,,,,51.12,,Wholesale,,11.79,256.55,,,,,,12.78,
Milk,Jharkhand,,68,,,20-03-2019,248,Rajasthan,3639,1,,,Mother Dairy,110,64.05,358.38,,3874.09,,,,,,,2911.52,,Online,,10.81,3874.09,,,,,,11.74,
Cheese,Tamil Nadu,,61,,,20-03-2019,322,Uttar Pradesh,3639,3,,,Dynamix Dairies,73,86.59,395.11,,5614.51,,,,,,,3451.84,,Wholesale,,14.21,5614.51,,,,,,10.72,
Curd,Telangana,,28,,,21-03-2019,90,Karnataka,3844,6,,,Amul,119,56.91,209.35,,20459.78,,,,,,,8489.7,,Wholesale,,97.73,20459.78,,,,,,94.33,
Paneer,Bihar,,22,,,22-03-2019,2,Chandigarh,3974,9,,,Amul,2,27.82,4.71,,236.21,,,,,,,108.02,,Wholesale,,50.15,236.21,,,,,,54.01,
Curd,Karnataka,,40,,,22-03-2019,44,West Bengal,3974,6,,,Mother Dairy,945,57.81,989.71,,73545.35,,,,,,,3484.8,,Online,,74.31,73545.35,,,,,,79.2,
Curd,Jharkhand,,79,,,22-03-2019,272,Bihar,3974,6,,,Sudha,650,27.34,922.69,,80034.13,,,,,,,23013.92,,Wholesale,,86.74,80034.13,,,,,,84.61,
Butter,Telangana,,65,,,23-03-2019,268,Rajasthan,3656,2,,,Amul,32,17.37,300.72,,10588.35,,,,,,,10486.84,,Online,,35.21,10588.35,,,,,,39.13,
Lassi,Bihar,,73,,,24-03-2019,10,West Bengal,3388,7,,,Mother Dairy,4,47.88,14.33,,1310.19,,,,,,,869.1,,Online,,91.43,1310.19,,,,,,86.91,
Lassi,West Bengal,,24,,,25-03-2019,184,Gujarat,3378,7,,,Raj,99,32.9,283.62,,20965.19,,,,,,,12782.48,,Wholesale,,73.92,20965.19,,,,,,69.47,
Buttermilk,Jharkhand,,63,,,25-03-2019,945,Tamil Nadu,3378,8,,,Mother Dairy,5,81.01,950.47,,79982.05,,,,,,,83934.9,,Retail,,84.15,79982.05,,,,,,88.82,
Yogurt,Jharkhand,,51,,,25-03-2019,489,Delhi,3378,4,,,Dodla Dairy,235,48.95,724.27,,71246.44,,,,,,,48709.29,,Retail,,98.37,71246.44,,,,,,99.61,
Cheese,Telangana,,28,,,26-03-2019,82,Chandigarh,2118,3,,,Amul,33,30.32,115.3,,1200.27,,,,,,,555.14,,Retail,,10.41,1200.27,,,,,,6.77,
Yogurt,Gujarat,,24,,,26-03-2019,683,Jharkhand,2118,4,,,Palle2patnam,146,42.17,829.98,,10432.85,,,,,,,5976.25,,Retail,,12.57,10432.85,,,,,,8.75,
Yogurt,Jharkhand,,61,,,27-03-2019,108,Maharashtra,1694,4,,,Dodla Dairy,746,52.16,854.92,,50713.85,,,,,,,5987.52,,Retail,,59.32,50713.85,,,,,,55.44,
Paneer,Jharkhand,,31,,,27-03-2019,667,Tamil Nadu,1694,9,,,Raj,280,39.37,947.94,,25945.12,,,,,,,19249.62,,Retail,,27.37,25945.12,,,,,,28.86,
Buttermilk,Telangana,,54,,,28-03-2019,85,Tamil Nadu,1509,8,,,Sudha,192,36.99,277.99,,3925.22,,,,,,,1028.5,,Online,,14.12,3925.22,,,,,,12.1,
Yogurt,West Bengal,,48,,,28-03-2019,97,Chandigarh,1509,4,,,Dodla Dairy,175,14.16,272.66,,22622.60,,,,,,,8381.77,,Retail,,82.97,22622.60,,,,,,86.41,
Ice Cream,Maharashtra,,59,,,28-03-2019,38,Rajasthan,1509,5,,,Dodla Dairy,7,73.22,45.17,,785.96,,,,,,,585.58,,Online,,17.4,785.96,,,,,,15.41,
Curd,Chandigarh,,84,,,01-04-2019,214,Kerala,4043,6,,,Sudha,59,56.5,273.05,,23370.35,,,,,,,17918.22,,Online,,85.59,23370.35,,,,,,83.73,
Lassi,Chandigarh,,52,,,01-04-2019,144,Haryana,4043,7,,,Sudha,302,79.92,446.32,,35116.46,,,,,,,10879.2,,Online,,78.68,35116.46,,,,,,75.55,
Butter,Uttar Pradesh,,38,,,02-04-2019,279,Tamil Nadu,3691,2,,,Amul,426,10.55,705.44,,54819.74,,,,,,,22573.89,,Retail,,77.71,54819.74,,,,,,80.91,
Cheese,Kerala,,43,,,02-04-2019,62,Uttar Pradesh,3691,3,,,Britannia Industries,105,92.45,167.06,,4350.24,,,,,,,1823.42,,Retail,,26.04,4350.24,,,,,,29.41,
Yogurt,Chandigarh,,42,,,03-04-2019,264,Tamil Nadu,4281,4,,,Dodla Dairy,300,18.41,564.67,,48764.90,,,,,,,22754.16,,Retail,,86.36,48764.90,,,,,,86.19,
Milk,Haryana,,15,,,03-04-2019,5,Tamil Nadu,4281,1,,,Sudha,153,61.52,158.72,,7136.05,,,,,,,215.45,,Retail,,44.96,7136.05,,,,,,43.09,
Cheese,Delhi,,83,,,03-04-2019,321,Haryana,4281,3,,,Amul,560,71.59,881.33,,52183.55,,,,,,,17754.51,,Retail,,59.21,52183.55,,,,,,55.31,
Milk,Chandigarh,,60,,,04-04-2019,121,Delhi,3691,1,,,Raj,564,34.07,685.59,,42273.48,,,,,,,6969.6,,Retail,,61.66,42273.48,,,,,,57.6,
Cheese,Gujarat,,12,,,04-04-2019,438,Delhi,3691,3,,,Passion Cheese,4,16.42,442.02,,37408.15,,,,,,,37869.48,,Wholesale,,84.63,37408.15,,,,,,86.46,
Ice Cream,Chandigarh,,100,,,04-04-2019,643,Uttar Pradesh,3691,5,,,Dodla Dairy,30,27.12,673.03,,12491.44,,,,,,,13033.61,,Wholesale,,18.56,12491.44,,,,,,20.27,
Lassi,Chandigarh,,46,,,04-04-2019,181,Maharashtra,3691,7,,,Amul,184,32.88,365.99,,10148.90,,,,,,,5529.55,,Online,,27.73,10148.90,,,,,,30.55,
Buttermilk,Kerala,,76,,,04-04-2019,122,Madhya Pradesh,3691,8,,,Amul,79,93.67,201.3,,10942.67,,,,,,,7097.96,,Retail,,54.36,10942.67,,,,,,58.18,
Buttermilk,Haryana,,52,,,05-04-2019,85,Uttar Pradesh,2202,8,,,Raj,20,44.64,105.47,,10104.03,,,,,,,7862.5,,Wholesale,,95.8,10104.03,,,,,,92.5,
Butter,Karnataka,,84,,,06-04-2019,328,Telangana,3246,2,,,Parag Milk Foods,4,72.73,332.23,,10226.04,,,,,,,8905.2,,Wholesale,,30.78,10226.04,,,,,,27.15,
Cheese,Delhi,,86,,,06-04-2019,310,Jharkhand,3246,3,,,Britannia Industries,442,51.26,752.32,,8433.51,,,,,,,2613.3,,Retail,,11.21,8433.51,,,,,,8.43,
Curd,Kerala,,14,,,06-04-2019,269,Delhi,3246,6,,,Amul,645,95.88,914.54,,22022.12,,,,,,,6552.84,,Retail,,24.08,22022.12,,,,,,24.36,
Milk,Karnataka,,44,,,06-04-2019,122,Kerala,3246,1,,,Amul,178,53.47,300.78,,11507.84,,,,,,,4840.96,,Wholesale,,38.26,11507.84,,,,,,39.68,
Yogurt,Rajasthan,,31,,,07-04-2019,56,Kerala,3516,4,,,Palle2patnam,1,53.15,57.09,,704.49,,,,,,,617.12,,Retail,,12.34,704.49,,,,,,11.02,
